step,upright,speed,reward,skill_name,fault_active,reconnect_active
0,1.0,0.0314,0.4906,flat_ground_walk_forward,False,False
1,1.0,0.0955,0.4726,flat_ground_walk_forward,False,False
2,1.0,0.0845,0.4456,flat_ground_walk_forward,False,False
3,1.0,0.0848,0.4167,flat_ground_walk_forward,False,False
4,1.0,0.1311,0.3872,flat_ground_walk_forward,False,False
5,1.0,0.2495,0.3233,flat_ground_walk_forward,False,False
6,1.0,0.2635,0.2887,flat_ground_walk_forward,False,False
7,1.0,0.0959,0.412,flat_ground_walk_forward,False,False
8,0.9999,0.1141,0.4074,flat_ground_walk_forward,False,False
9,0.9999,0.2297,0.3399,flat_ground_walk_forward,False,False
10,1.0,0.3436,0.3022,flat_ground_walk_forward,False,False
11,1.0,0.2194,0.3057,flat_ground_walk_forward,False,False
12,0.9999,0.035,0.5067,flat_ground_walk_forward,False,False
13,0.9999,0.077,0.4686,flat_ground_walk_forward,False,False
14,1.0,0.185,0.3916,flat_ground_walk_forward,False,False
15,1.0,0.1665,0.4315,flat_ground_walk_forward,False,False
16,1.0,0.0312,0.4692,flat_ground_walk_forward,False,False
17,1.0,0.0504,0.5287,flat_ground_walk_forward,False,False
18,1.0,0.0856,0.474,flat_ground_walk_forward,False,False
19,1.0,0.1242,0.4686,flat_ground_walk_forward,False,False
20,1.0,0.0248,0.5199,flat_ground_walk_forward,False,False
21,1.0,0.0183,0.5002,flat_ground_walk_forward,False,False
22,1.0,0.0589,0.4787,flat_ground_walk_forward,False,False
23,1.0,0.0836,0.4993,flat_ground_walk_forward,False,False
24,1.0,0.0198,0.4988,flat_ground_walk_forward,False,False
25,1.0,0.0156,0.4866,flat_ground_walk_forward,False,False
26,1.0,0.0461,0.4934,flat_ground_walk_forward,False,False
27,1.0,0.0659,0.4941,flat_ground_walk_forward,False,False
28,1.0,0.0212,0.4903,flat_ground_walk_forward,False,False
29,1.0,0.0044,0.4959,flat_ground_walk_forward,False,False
30,1.0,0.037,0.4951,flat_ground_walk_forward,False,False
31,1.0,0.0521,0.4903,flat_ground_walk_forward,False,False
32,1.0,0.0189,0.4949,flat_ground_walk_forward,False,False
33,1.0,0.0035,0.4978,flat_ground_walk_forward,False,False
34,1.0,0.0294,0.4929,flat_ground_walk_forward,False,False
35,1.0,0.0405,0.493,flat_ground_walk_forward,False,False
36,1.0,0.0176,0.4965,flat_ground_walk_forward,False,False
37,1.0,0.0067,0.4958,flat_ground_walk_forward,False,False
38,1.0,0.0228,0.4942,flat_ground_walk_forward,False,False
39,1.0,0.0311,0.4949,flat_ground_walk_forward,False,False
40,1.0,0.0186,0.5047,flat_ground_walk_forward,False,False
41,1.0,0.0296,0.5188,flat_ground_walk_forward,False,False
42,1.0,0.0525,0.5338,flat_ground_walk_forward,False,False
43,1.0,0.0829,0.5551,flat_ground_walk_forward,False,False
